FacilityID,Name,Address,City,State,ZIP,County,Type,Ownership,Emergency,EHR,Geo,MSPB,ERR.AMI,ERR.CBG,ERR.COPD,ERR.HF,ERR.HIPKNEE,ERR.PNEU
70025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,6102,Hartford,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"80 SEYMOUR STREET HARTFORD, CT 06102 (41.754123, -72.68082)",0.996298,1.0243,0.9897,1.0794,1.0149,1.0481,1.0801
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,Fort Bend,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"17500 W GRAND PARKWAY SOUTH SUGAR LAND, TX 77479 (29.56408, -95.68791)",0.966065,0.9758,,0.9901,1.0428,0.8829,1.018
220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,1432,Middlesex,Acute Care Hospitals,Proprietary,TRUE,TRUE,"200 GROTON ROAD AYER, MA 01432 (42.576412, -71.573053)",1.020207,,,1.0684,1.0224,1.0633,0.9508
360144,SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,WARRENSVILLE HEIGHTS,OH,44122,Cuyahoga,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,"20000 HARVARD ROAD WARRENSVILLE HEIGHTS, OH 44122 (41.449865, -81.537829)",1.048758,0.9891,,0.8918,1.0412,0.9935,1.0713
440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,Knox,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"9352 PARK WEST BLVD KNOXVILLE, TN 37923 (35.917806, -84.10115)",0.961662,1.0253,0.9275,0.9963,0.9821,1.0222,1.0299
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,98201,Snohomish,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1321 COLBY AVENUE EVERETT, WA 98201 (48.000086, -122.207979)",0.93429,0.9905,1.1143,0.9867,0.9317,0.8161,1.0658
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,Houston,Acute Care Hospitals,Proprietary,TRUE,TRUE,"4370 WEST MAIN STREET DOTHAN, AL 36305 (31.235991, -85.457937)",1.053745,0.9257,0.9388,0.9654,0.9136,1.0961,0.9685
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE,LITTLE ROCK,AR,72205,Pulaski,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"9601 INTERSTATE LITTLE ROCK, AR 72205",1.018882,0.9328,0.9179,1.0214,1.173,0.9974,1.0093
230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,Mecosta,Acute Care Hospitals,Government - Local,TRUE,TRUE,"605 OAK STREET BIG RAPIDS, MI 49307 (43.693126, -85.475763)",0.909819,,,0.9612,0.966,1.1063,0.9464
390220,JENNERSVILLE HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,Chester,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"1015 WEST BALTIMORE PIKE WEST GROVE, PA 19390 (39.822744, -75.887918)",0.969931,,,0.9283,1.0607,1.0034,0.9807
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032,Hamilton,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"11700 N MERIDIAN ST CARMEL, IN 46032 (39.959275, -86.162356)",0.984055,1.0188,,0.9535,0.9462,0.84,0.9107
360361,KINGS DAUGHTERS MEDICAL CENTER OHIO,1901 ARGONNE ROAD,PORTSMOUTH,OH,45662,Scioto,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1901 ARGONNE ROAD PORTSMOUTH, OH 45662 (38.747319, -82.993354)",1.240576,,,,,1.0637,
360360,SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,BEAVER CREEK,OH,45431,Greene,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3535 PENTAGON PARK BLVD BEAVER CREEK, OH 45431 (39.771947, -84.06271)",1.004415,1.0275,,1.0254,1.1523,0.9225,1.074
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,Ada,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1055 NORTH CURTIS ROAD BOISE, ID 83706 (43.614072, -116.253622)",0.969665,0.8803,0.9162,0.971,0.9464,0.8968,0.8781
190145,LASALLE GENERAL HOSPITAL,187 NINTH ST/HWY 84 WEST,JENA,LA,71342,Lasalle,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"187 NINTH ST/HWY 84 WEST JENA, LA 71342",1.044469,,,0.9967,0.9161,,1.055
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,55 MONUMENT ROAD,YORK,PA,17403,York,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,"55 MONUMENT ROAD YORK, PA 17403 (39.923277, -76.716898)",0.978367,,,,,1.3208,
450643,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041,Webb,Acute Care Hospitals,Proprietary,TRUE,TRUE,"10700 MCPHERSON ROAD LAREDO, TX 78041 (27.60709, -99.476281)",1.009207,0.9963,0.8471,0.9177,0.9914,0.972,1.0656
390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,Philadelphia,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"34TH & SPRUCE STS PHILADELPHIA, PA 19104",1.041984,0.9945,0.8194,0.9679,0.9561,,1.0384
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,Ulster,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"396 BROADWAY KINGSTON, NY 12401 (41.92635, -73.995402)",1.042782,1.0538,,1.0694,1.0536,,1.2354
50357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,Santa Barbara,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"351 S PATTERSON AVE SANTA BARBARA, CA 93111 (34.433699, -119.809322)",0.948664,,,,,0.8824,0.9313
170198,"SUMMIT SURGICAL, LLC",1818 EAST 23RD AVENUE,HUTCHINSON,KS,67502,Reno,Acute Care Hospitals,Physician,FALSE,,"1818 EAST 23RD AVENUE HUTCHINSON, KS 67502 (38.07953, -97.888595)",0.87394,,,,,0.9577,
100109,ADVENTHEALTH SEBRING,4200 SUN N LAKE BLVD,SEBRING,FL,33871,Highlands,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,"4200 SUN N LAKE BLVD SEBRING, FL 33871 (27.538455, -81.506881)",1.007846,0.8882,,0.9862,1.0502,0.956,1.0087
100062,ADVENTHEALTH OCALA,1500 SW 1ST AVE,OCALA,FL,34474,Marion,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,"1500 SW 1ST AVE OCALA, FL 34474 (29.174236, -82.137834)",1.046314,0.89,1.1001,0.9884,0.9441,1.0567,0.9774
410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,2891,Washington,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"25 WELLS STREET WESTERLY, RI 02891 (41.362798, -71.825814)",0.9661,1.0297,,0.946,1.0014,1.008,1.0207
160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,Clay,Acute Care Hospitals,Government - Local,TRUE,TRUE,"1200 1ST AVENUE EAST SPENCER, IA 51301 (43.150009, -95.143842)",0.91002,,,1.0141,1.0553,0.7773,0.9354
510058,CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,PARKERSBURG,WV,26101,Wood,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"800 GARFIELD AVE PARKERSBURG, WV 26101 (39.270209, -81.560426)",1.055588,1.033,0.9123,1.1108,1.0888,1.0064,0.9266
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN,TX,75142,Kaufman,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"850 ED HALL KAUFMAN, TX 75142 (32.591127, -96.317363)",1.052427,,,1.0308,1.0126,1.0075,1.0255
50309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,Placer,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"ONE MEDICAL PLAZA ROSEVILLE, CA 95661",0.930357,0.9286,,0.9175,0.8399,0.9295,0.8644
60032,ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,CO,80220,Denver,Acute Care Hospitals,Proprietary,TRUE,TRUE,"4567 E 9TH AVENUE DENVER, CO 80220 (39.731076, -104.934011)",0.959503,1.0063,1.0296,0.9709,0.9802,1.0658,1.0127
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 RED ROCK DRIVE,GALLUP,NM,87301,Mckinley,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"1901 RED ROCK DRIVE GALLUP, NM 87301 (35.5075, -108.727248)",0.877033,,,1.0092,0.9666,,1.0505
60022,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,1400 EAST BOULDER STREET,COLORADO SPRINGS,CO,80909,El Paso,Acute Care Hospitals,Government - Local,TRUE,TRUE,"1400 EAST BOULDER STREET COLORADO SPRINGS, CO 80909 (38.838812, -104.799951)",1.017402,1.0282,0.9818,0.9044,0.8847,0.9315,0.9276
360035,MOUNT CARMEL WEST,793 WEST STATE STREET,COLUMBUS,OH,43222,Franklin,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"793 WEST STATE STREET COLUMBUS, OH 43222 (39.957782, -83.020824)",0.981815,1.024,1.0397,0.9625,0.8842,0.9834,1.0211
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,Lake,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"901 MACARTHUR BLVD MUNSTER, IN 46321 (41.549671, -87.505971)",1.089396,1.0354,1.1781,1.0155,1.0413,1.0459,1.0072
50457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,San Francisco,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"450 STANYAN ST SAN FRANCISCO, CA 94117 (37.77384, -122.454495)",0.932733,1.0302,,1.007,1.0504,0.8528,1.0533
340037,ATRIUM HEALTH KINGS MOUNTAIN,706 W KING ST,KINGS MOUNTAIN,NC,28086,Cleveland,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"706 W KING ST KINGS MOUNTAIN, NC 28086 (35.240871, -81.356017)",0.964682,,,0.9128,0.9777,,0.8891
370172,CHOCTAW NATION HEALTH SERVICES AUTHORITY,1 CHOCTAW WAY,TALIHINA,OK,74571,Latimer,Acute Care Hospitals,Tribal,TRUE,,"1 CHOCTAW WAY TALIHINA, OK 74571 (34.753721, -95.081906)",0.703656,,,0.9644,,,0.9729
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544,Los Alamos,Acute Care Hospitals,Proprietary,TRUE,TRUE,"3917 WEST ROAD LOS ALAMOS, NM 87544 (35.882165, -106.319765)",0.890923,,,1.0295,1.0126,,1.0512
230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,MI,48382,Oakland,Acute Care Hospitals,Proprietary,TRUE,TRUE,"ONE WILLIAM CARLS DRIVE COMMERCE TOWNSHIP, MI 48382",0.970649,1.0287,,1.0137,1.0305,1.0049,0.9888
10130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,St. Clair,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"7063 VETERANS PARKWAY PELL CITY, AL 35125 (33.605568, -86.30238)",0.894884,,,0.9729,0.9786,,0.9874
10126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,Pike,Acute Care Hospitals,Government - Federal,TRUE,,"1330 HIGHWAY 231 SOUTH TROY, AL 36081 (31.780322, -85.945529)",1.004379,,,1.0894,1.0407,1.0383,0.9347
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,Polk,Acute Care Hospitals,Government - Hospital District or Authority,FALSE,,"1500 N OAKLAND BOLIVAR, MO 65613 (37.625971, -93.420915)",0.914501,0.9797,,1.0047,1.0123,0.8366,1.0156
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,Los Angeles,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"1401 SOUTH GRAND AVENUE LOS ANGELES, CA 90015 (34.037212, -118.265363)",0.995557,1.0716,,1.0917,0.9963,,0.971
370018,"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",3500 EAST FRANK PHILLIPS BOULEVARD,BARTLESVILLE,OK,74006,Washington,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3500 EAST FRANK PHILLIPS BOULEVARD BARTLESVILLE, OK 74006 (36.750676, -95.939698)",1.038442,0.9856,,0.9853,0.9758,1.0704,0.9237
310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH,NJ,7207,Union,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"225 WILLIAMSON STREET ELIZABETH, NJ 07207 (40.65892, -74.214355)",1.132308,1.0779,,1.0199,1.0455,1.0382,1.0735
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062,Madison,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"6800 STATE ROUTE 162 MARYVILLE, IL 62062 (38.738127, -89.946422)",0.95912,1.064,,0.9702,0.9786,0.812,0.9648
390013,EVANGELICAL COMMUNITY HOSPITAL,ONE HOSPITAL DRIVE,LEWISBURG,PA,17837,Union,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"ONE HOSPITAL DRIVE LEWISBURG, PA 17837",0.936469,0.9786,,0.9368,1.0345,0.8791,1.025
460019,UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH,ROOSEVELT,UT,84066,Duchesne,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"250 WEST 300 NORTH ROOSEVELT, UT 84066 (40.302755, -109.997086)",0.93557,,,0.9859,1.0348,0.9611,0.9528
450862,ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,THE WOODLANDS,TX,77384,Montgomery,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"17200 ST LUKE'S WAY THE WOODLANDS, TX 77384 (30.20566, -95.460773)",1.141277,1.0564,1.08,1.0154,1.0435,0.8889,1.0142
390070,LOWER BUCKS HOSPITAL,501 BATH ROAD,BRISTOL,PA,19007,Bucks,Acute Care Hospitals,Proprietary,TRUE,TRUE,"501 BATH ROAD BRISTOL, PA 19007 (40.104065, -74.864626)",0.947668,1.0557,,1.1285,1.0334,,1.0063
220046,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,MA,1201,Berkshire,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"725 NORTH STREET PITTSFIELD, MA 01201 (42.458748, -73.249004)",1.026009,1.0533,,1.1116,1.1029,0.919,0.9354
490101,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,Fairfax,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,"3600 JOSEPH SIEWICK DRIVE FAIRFAX, VA 22033 (38.882234, -77.382499)",0.929377,1.0096,,1.0893,0.9259,0.9264,0.9665
450058,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,Bexar,Acute Care Hospitals,Proprietary,TRUE,TRUE,"111 DALLAS STREET SAN ANTONIO, TX 78205 (29.432877, -98.492773)",1.046716,0.8913,1.0277,0.8317,0.8978,0.8436,0.9809
390217,EXCELA HEALTH FRICK HOSPITAL,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,Westmoreland,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"508 SOUTH CHURCH STREET MOUNT PLEASANT, PA 15666 (40.146369, -79.548217)",0.975316,0.9914,,0.944,1.0096,,1.0899
500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,WA,98502,Thurston,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3900 CAPITAL MALL DR SW OLYMPIA, WA 98502 (47.041666, -122.951446)",0.905376,0.9918,,1.0442,1.0084,0.8856,0.9792
230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,Oakland,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3601 W THIRTEEN MILE RD ROYAL OAK, MI 48073 (42.517687, -83.192142)",0.990494,1.0759,1.0113,1.1318,1.0911,1.0526,1.1743
380027,MERCY MEDICAL CENTER,2700 NW STEWART PARKWAY,ROSEBURG,OR,97471,Douglas,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"2700 NW STEWART PARKWAY ROSEBURG, OR 97471 (43.236824, -123.371604)",0.862697,0.9786,,0.9147,0.9856,0.9329,0.9843
100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,Hillsborough,Acute Care Hospitals,Proprietary,TRUE,TRUE,"4016 SUN CITY CENTER BLVD SUN CITY CENTER, FL 33573 (27.71239, -82.365168)",1.016232,1.0315,,1.142,1.1388,1.1328,1.0291
170105,MCPHERSON HOSPITAL INC,1000 HOSPITAL DRIVE,MCPHERSON,KS,67460,Mcpherson,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"1000 HOSPITAL DRIVE MCPHERSON, KS 67460 (38.379006, -97.672485)",0.885088,,,0.9995,1.0926,,0.9487
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,GREENVILLE,TX,75401,Hunt,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"4215 JOE RAMSEY BLVD GREENVILLE, TX 75401",1.118549,1.0253,,1.0211,1.0097,1.0607,1.0473
190270,SOUTHERN SURGICAL HOSPITAL,1700 W LINDBERG DRIVE,SLIDELL,LA,70458,St. Tammany,Acute Care Hospitals,Physician,FALSE,TRUE,"1700 W LINDBERG DRIVE SLIDELL, LA 70458 (30.273779, -89.754498)",1.011079,,,,,1.007,
220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,Suffolk,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"800 WASHINGTON STREET BOSTON, MA 02111 (42.349486, -71.063693)",1.011595,1.1613,1.1069,0.9555,1.0535,0.8727,1.0628
190242,ST ELIZABETH HOSPITAL,1125 WEST HIGHWAY 30,GONZALES,LA,70737,Ascension,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1125 WEST HIGHWAY 30 GONZALES, LA 70737 (30.210811, -90.932171)",1.015959,,,0.9329,0.9908,1.09,0.9342
250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654,De Soto,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"4250 BETHEL ROAD OLIVE BRANCH, MS 38654 (34.922615, -89.794873)",0.961352,1.0185,,0.9646,1.0146,,0.9218
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,78114,Wilson,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"499 10TH STREET FLORESVILLE, TX 78114 (29.159429, -98.173205)",1.073084,,,0.9901,1.0552,0.946,0.9444
190146,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,Jefferson,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"4200 HOUMA BLVD METAIRIE, LA 70006 (30.014162, -90.181468)",0.982859,0.9804,0.8729,0.9572,0.9208,0.9955,0.9267
190036,OCHSNER MEDICAL CENTER,1516 JEFFERSON HWY,NEW ORLEANS,LA,70121,Jefferson,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1516 JEFFERSON HWY NEW ORLEANS, LA 70121 (29.962771, -90.145205)",0.966959,1.1378,0.9467,0.9969,1.1406,0.8881,1.0587
450833,ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,ENNIS,TX,75119,Ellis,Acute Care Hospitals,Proprietary,TRUE,TRUE,"2201 WEST LAMPASAS STREET ENNIS, TX 75119 (32.308542, -96.642024)",1.184908,,,0.969,0.9553,0.9416,0.9968
70012,ROCKVILLE GENERAL HOSPITAL,31 UNION ST,ROCKVILLE,CT,6066,Tolland,Acute Care Hospitals,Proprietary,TRUE,TRUE,"31 UNION ST ROCKVILLE, CT 06066 (41.866962, -72.450988)",0.929827,,,1.0271,0.9497,,1.0028
360210,GRADY MEMORIAL HOSPITAL,561 WEST CENTRAL AVENUE,DELAWARE,OH,43015,Delaware,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"561 WEST CENTRAL AVENUE DELAWARE, OH 43015 (40.306009, -83.088726)",0.943667,,,0.989,0.9168,1.0421,0.9509
80007,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,Sussex,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"424 SAVANNAH RD LEWES, DE 19958 (38.777413, -75.13586)",0.982613,0.9132,1.15,1.0601,0.9566,0.7548,1.114
490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,Hopewell City,Acute Care Hospitals,Proprietary,TRUE,TRUE,"411 WEST RANDOLPH ROAD HOPEWELL, VA 23860 (37.307065, -77.291491)",1.02394,1.0573,,1.0431,1.1403,0.9829,1.0929
330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,Sullivan,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"68 HARRIS BUSHVILLE ROAD HARRIS, NY 12742 (41.70642, -74.736752)",0.938612,1.1034,,0.9926,1.0753,,1.1102
100072,ADVENTHEALTH FISH MEMORIAL,1055 SAXON BLVD,ORANGE CITY,FL,32763,Volusia,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1055 SAXON BLVD ORANGE CITY, FL 32763 (28.91129, -81.284122)",1.027086,1.0237,,1.0571,1.1292,0.9508,1.0081
500119,MULTICARE VALLEY HOSPITAL,12606 EAST MISSION AVENUE,SPOKANE,WA,99216,Spokane,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"12606 EAST MISSION AVENUE SPOKANE, WA 99216 (47.671647, -117.235868)",0.981685,,,0.9776,0.8042,1.0698,0.9267
390039,UPMC SOMERSET,225 SOUTH CENTER AVENUE,SOMERSET,PA,15501,Somerset,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"225 SOUTH CENTER AVENUE SOMERSET, PA 15501 (40.007081, -79.078598)",0.908104,1.0649,,1.0175,0.9003,0.9848,0.9884
420103,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651,Greenville,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"250 WESTMORELAND ROAD GREER, SC 29651 (34.86351, -82.217661)",0.977891,,,0.9996,0.9457,0.9498,0.9951
170182,MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS,66209,Johnson,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"5721 WEST 119TH STREET OVERLAND PARK, KS 66209 (38.912835, -94.651473)",1.006425,1.0339,,0.9813,1.052,1.1001,1.053
450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,Harris,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"18220 TOMBALL PARKWAY HOUSTON, TX 77070 (29.964059, -95.550789)",1.082516,0.9595,1.0538,0.8155,1.0766,1.0717,1.0291
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,Philadelphia,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"111 SOUTH 11TH STREET PHILADELPHIA, PA 19107 (39.949646, -75.158761)",1.001198,0.9323,1.1948,1.0415,1.0256,1.2294,1.076
330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,Rensselaer,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2215 BURDETT AVENUE TROY, NY 12180 (42.733395, -73.671434)",0.966069,1.0069,,0.991,0.9782,1.1006,0.9333
310022,VIRTUA WEST JERSEY HOSPITALS VOORHEES,100 BOWMAN DRIVE,VOORHEES,NJ,8043,Camden,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"100 BOWMAN DRIVE VOORHEES, NJ 08043 (39.842327, -74.927892)",1.053348,1.0377,,1.0692,0.9675,0.999,1.0279
360125,ASHTABULA COUNTY MEDICAL CENTER,2420 LAKE AVENUE,ASHTABULA,OH,44004,Ashtabula,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2420 LAKE AVENUE ASHTABULA, OH 44004 (41.880148, -80.795674)",1.051243,1.0924,,1.1276,1.1139,1.0238,1.165
360170,BERGER HOSPITAL,600 NORTH PICKAWAY STREET,CIRCLEVILLE,OH,43113,Pickaway,Acute Care Hospitals,Government - Local,TRUE,TRUE,"600 NORTH PICKAWAY STREET CIRCLEVILLE, OH 43113 (39.610281, -82.937747)",0.97958,,,1.0604,1.0013,0.9561,0.9226
420086,PALMETTO HEALTH BAPTIST,1330 TAYLOR AT MARION ST,COLUMBIA,SC,29220,Richland,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1330 TAYLOR AT MARION ST COLUMBIA, SC 29220 (34.007227, -81.033748)",0.980246,0.9602,,0.9624,1.0247,1.1421,1.0645
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,5200 HARRY HINES BLVD,DALLAS,TX,75235,Dallas,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"5200 HARRY HINES BLVD DALLAS, TX 75235 (32.811798, -96.836981)",0.946226,0.993,,0.9519,0.9987,1.096,0.9423
490046,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,NORFOLK,VA,23502,Norfolk City,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"830 KEMPSVILLE ROAD NORFOLK, VA 23502 (36.850592, -76.191695)",0.940619,0.9677,,0.948,1.0285,0.8984,1.0552
